Timestamp,Temp1,Hum1,Temp2,Hum2,Temp3,Hum3,Temp4,Hum4,Temp5,Hum5,Temp6,Hum6,Temp7,Hum7,Temp8,Hum8,Temp9,Hum9,Temp10,Hum10
25/11/2025 14:23:39,22.52,35.56,22.59,36.31,18.59,46.61,21.66,62.55,16.69,53.24,20.01,55.55,17.02,52.34,24.73,58.23,20.55,44.7,23.33,59.07
